patent_number,country,title,assignee,grant_year,times_cited,status,url
3501586,US,How James Russell Invented the Digital Optical Disc,Battelle Development Corp,1970,52,public domain,https://patentbrief.org/patent/us/3501586/optical-digital-recording-russell
5443036,US,How to Exercise Your Cat Using a Laser Pointer,Individual,1995,35,public domain,https://patentbrief.org/patent/us/5443036/laser-pointer-cat-exercise
10210529,US,Delivering Targeted Ads and Digital Content to Remote Kiosks,Mediaport Entertainment Inc,2019,0,public domain,https://patentbrief.org/patent/us/10210529/shopify-app-store
12123456,US,How to Build Stronger Modular Floating Docks Using Internal Channels,Individual,2024,0,active,https://patentbrief.org/patent/us/12123456/starbase-manufacturing-facility
2741146,US,How Leo Fender's Tremolo Bridge Changes Guitar Pitch,Individual,1956,92,public domain,https://patentbrief.org/patent/us/2741146/fender-stratocaster-tremolo
12343456,US,How Smart Air Conditioners Target and Disinfect High-Touch Surfaces,Mitsubishi Electric Corp,2025,0,active,https://patentbrief.org/patent/us/12343456/raptor-vacuum
7503526,US,A Rotating Space Station for Catching and Launching Cargo,Individual,2009,18,public domain,https://patentbrief.org/patent/us/7503526/supersonic-retropropulsion
RE47150,US,How Bayer's Engineered Antibodies Help Blood Clotting,Bayer Healthcare LLC,2018,0,active,https://patentbrief.org/patent/us/RE47150/cosentyx-secukinumab
9264471,US,How Digital Media Streams Are Automatically Tagged and Organized,Google Technology Holdings LLC,2016,4,active,https://patentbrief.org/patent/us/9264471/netflix-download-for-offline
7993644,US,Using Antibodies to Target Tissue Factor Without Stopping Blood Clotting,Purdue Pharma LP,2011,3,active,https://patentbrief.org/patent/us/7993644/stelara-ustekinumab
10981678,US,How to Rent Out Space on Satellites for Different Customers,Loft Orbital Solutions Inc,2021,0,active,https://patentbrief.org/patent/us/10981678/starlink-satellite-design
12012230,US,How Aircraft Engine Oil Is Drained and Checked Automatically,Safran Aircraft Engines SAS,2024,0,active,https://patentbrief.org/patent/us/12012230/starship-isru-in-situ-resource-utilization
9792375,US,How Websites Can Sell Items from Other Sites Without Redirecting Users,PayPal Inc,2017,2,active,https://patentbrief.org/patent/us/9792375/facebook-privacy-checkup
447918,US,How Almon Strowger Invented the Automatic Telephone Switch,Almon B. Strowger,1891,70,active,https://patentbrief.org/patent/us/447918/strowger-automatic-telephone-exchange
12222345,US,How Automated Microscopes Use Tags to Focus on Biological Samples,Bio Rad Laboratories Inc,2025,0,active,https://patentbrief.org/patent/us/12222345/vertical-integration-at-starbase
RE48183,US,How a Specific Eye Drop Formula Treats Glaucoma,Santen Pharmaceutical Co Ltd,2020,1,active,https://patentbrief.org/patent/us/RE48183/trikafta-triple-combination
11945698,US,How Mobile Cranes Power Their Upper Parts Using The Lower Base,Liebherr Werk Biberach GmbH,2024,0,active,https://patentbrief.org/patent/us/11945698/raptor-3-engine
3789410,US,How to Calculate Distance to a Radio Signal Using Two Antennas,US Department of Navy,1974,16,public domain,https://patentbrief.org/patent/us/3789410/gps-timation-navigation
9210222,US,How Websites Use Your Cookie Data to Show Targeted Ads,Adobe Systems Inc,2015,2,active,https://patentbrief.org/patent/us/9210222/facebook-login
9606820,US,How to Make Software Debugging Consistent Using Object Finalization Control,CA Inc,2017,4,active,https://patentbrief.org/patent/us/9606820/windows-subsystem-for-linux-wsl
10664744,US,How Computers Use Memory Networks to Answer Questions,Facebook Inc,2020,1,active,https://patentbrief.org/patent/us/10664744/watson-question-answering-system-deepqa
4810490,US,"How to Make Clear, Waterproof Sunscreen That Doesn't Feel Greasy",Carter Wallace Inc,1989,11,public domain,https://patentbrief.org/patent/us/4810490/tpa-tissue-plasminogen-activator
8307004,US,How Computers Safely Resume Interrupted Data Backups,Apple Inc,2012,5,active,https://patentbrief.org/patent/us/8307004/amazon-dynamodb
7836050,US,How Search Engines Rank Images Using User Ratings,Microsoft Corp,2010,46,public domain,https://patentbrief.org/patent/us/7836050/bing-search-ranking
10266282,US,How Rocket Rings Help Boosters Land Safely,Blue Origin LLC,2019,1,active,https://patentbrief.org/patent/us/10266282/crew-dragon-launch-escape-system
8862582,US,How Computers Automatically Organize and Search Photos Using Contextual Data,AT&T Intellectual Property I LP,2014,2,active,https://patentbrief.org/patent/us/8862582/amazon-redshift
6339142,US,How Genentech Purifies Therapeutic Antibodies for Cancer Treatment,Genentech Inc,2002,128,public domain,https://patentbrief.org/patent/us/6339142/rituxan-rituximab
9721254,US,How Streaming Services Dynamically Insert Targeted Ads Into Videos,Hulu LLC,2017,1,active,https://patentbrief.org/patent/us/9721254/uber-ride-hailing-platform
8606929,US,How Network Providers Subcontract Data Processing Tasks,AT&T Intellectual Property I LP,2013,3,active,https://patentbrief.org/patent/us/8606929/aws-lambda
5181252,US,How Bose Prevents Noise-Canceling Headphones From Breaking During Loud Sounds,Bose Corp,1993,54,public domain,https://patentbrief.org/patent/us/5181252/acoustic-noise-cancelling
10751416,US,Using Antibodies to Block IL-26 for Treating Inflammatory Diseases,Centre Hospitalier Universitaire Vaudois CHUV,2020,1,active,https://patentbrief.org/patent/us/10751416/tagrisso-osimertinib
12178901,US,How Light-Activated Polymers Deliver Skin Care Ingredients,Conopco Inc,2024,0,active,https://patentbrief.org/patent/us/12178901/dragon-xl
9744181,US,How Gilead Stabilized the HIV Combination Pill Truvada,Gilead Sciences Inc,2017,0,active,https://patentbrief.org/patent/us/9744181/harvoni-ledipasvir-sofosbuvir
RE44685,US,How Interactive Television Systems Send Applications Alongside Video Streams,OpenTV Inc,2013,1,public domain,https://patentbrief.org/patent/us/RE44685/noise-cancelling-headphones
3987163,US,How Polystyrene Sulfonate Helps Treat Dry Eye Symptoms,Burton Parsons and Co Inc,1976,37,public domain,https://patentbrief.org/patent/us/3987163/indomethacin
12409012,US,"A Modular Dental Tool for Holding Back Lips, Cheeks, and Tongue",Individual,2025,0,active,https://patentbrief.org/patent/us/12409012/raptor-chamber-pressure
9073647,US,A Modular Launch System with an Expandable Mast for Spacecraft,Biosphere Aerospace LLC,2015,4,active,https://patentbrief.org/patent/us/9073647/propulsive-landing-of-rocket-stages
2495429,US,How Percy Spencer Invented the Microwave Oven,Raytheon Manufacturing Co,1950,20,public domain,https://patentbrief.org/patent/us/2495429/microwave-oven-cooking
10176475,US,How a Single Card Can Pay for Transit Using Loyalty Points,American Express Travel Related Services Co Inc,2019,0,active,https://patentbrief.org/patent/us/10176475/square-point-of-sale
11724824,US,How Multiple Space Projectiles Can Assemble Themselves In Mid-Air,EnergeticxNet LLC,2023,3,active,https://patentbrief.org/patent/us/11724824/starlink-v2-satellite
10350488,US,A Tactile Mat to Keep VR Users From Walking Into Walls,Individual,2019,0,active,https://patentbrief.org/patent/us/10350488/nintendo-switch
2620061,US,How a Spring-Loaded Pocket Dispenser Works,Individual,1952,69,public domain,https://patentbrief.org/patent/us/2620061/pez-dispenser
7225154,US,How Digital Systems Pool Money from Many People for One Goal,First Data Corp,2007,9,public domain,https://patentbrief.org/patent/us/7225154/amazon-marketplace
2744122,US,The Chemical Discovery Behind the First Oral Contraceptive Pill,Syntex SA,1956,19,public domain,https://patentbrief.org/patent/us/2744122/birth-control-pill-norethindrone
10003680,US,How Sony's Smart Glasses Share Content During Voice Calls,Sony Corp,2018,0,active,https://patentbrief.org/patent/us/10003680/apple-pay
10565497,US,How SK Hynix Builds Artificial Synapses for Brain-Like Computer Chips,SK Hynix Inc,2020,0,active,https://patentbrief.org/patent/us/10565497/multi-turn-conversational-ai
3120606,US,How the ENIAC Computer Processes Data Using Electronic Pulses,Sperry Rand Corp,1964,16,public domain,https://patentbrief.org/patent/us/3120606/eniac-electronic-computer
11513606,US,How Autonomous Air Taxis Use Hand Gestures and 3D Mapping,Individual,2022,1,active,https://patentbrief.org/patent/us/11513606/universal-control
7297334,US,How Genentech's Antibodies Stop Tumor Blood Vessel Growth,Genentech Inc,2007,54,public domain,https://patentbrief.org/patent/us/7297334/anti-cd20-antibody-therapy
9011851,US,Using Antibodies to Block HER3 Proteins in Cancer Cells,Max Planck Gesellschaft zur Foerderung der Wissenschaften eV,2015,5,public domain,https://patentbrief.org/patent/us/9011851/perjeta-pertuzumab
3778335,US,How Chemically Strengthened Glass Works,Corning Glass Works,1973,52,public domain,https://patentbrief.org/patent/us/3778335/gorilla-glass-chemically-strengthened
12073418,US,How Apps Can Help You Tweak Your Custom Makeup Colors,Shiseido Co Ltd,2024,0,active,https://patentbrief.org/patent/us/12073418/starship-cargo-configuration
7807153,US,How Antibodies Can Force Cancer Cells to Self-Destruct,Genentech Inc,2010,2,public domain,https://patentbrief.org/patent/us/7807153/avastin-chemotherapy
8735372,US,Treating Hepatitis C with Combination Drug Therapy,Gilead Pharmasset LLC,2014,42,active,https://patentbrief.org/patent/us/8735372/sovaldi-sofosbuvir-composition
8372398,US,How Specialized Nanobodies Block Blood Clotting Proteins,Ablynx NV,2013,9,active,https://patentbrief.org/patent/us/8372398/subcutaneous-herceptin
12508901,US,How to Adapt Existing Motors to Power New Equipment,TSI Products Inc,2025,0,active,https://patentbrief.org/patent/us/12508901/spacex-software-philosophy
7750134,US,Isolating Microbial Proteins That Regulate Cellular Protein Stability,Sanford Burnham Prebys Medical Discovery Institute,2010,6,public domain,https://patentbrief.org/patent/us/7750134/imbruvica-ibrutinib
7404202,US,How External Hardware Keys Secure Digital Purchases and Downloads,Line 6 Inc,2008,16,public domain,https://patentbrief.org/patent/us/7404202/netflix-dvd-by-mail-queue
3351836,US,How Intermittent Windshield Wipers Work,TANN CO,1967,23,public domain,https://patentbrief.org/patent/us/3351836/intermittent-windshield-wiper-kearns
3349949,US,The Invention of the Modern Soda Can Pull-Tab,Individual,1967,28,public domain,https://patentbrief.org/patent/us/3349949/pull-tab-pop-top-can
2514269,US,How a Self-Watering Flowerpot Design Works,VINCENT J SEDLON,1950,21,public domain,https://patentbrief.org/patent/us/2514269/streptomycin
11511890,US,How Drones Test Their Balance While Flying,Honda Motor Co Ltd,2022,1,active,https://patentbrief.org/patent/us/11511890/starlink-user-terminal-dishy
12156789,US,Standardizing Sizes for Adult Disposable Underwear,Procter and Gamble Co,2024,0,active,https://patentbrief.org/patent/us/12156789/crew-dragon
12420123,US,How Drones Use Temperature Maps to Safely Start Controlled Fires,NuTech Ventures Inc,2025,0,active,https://patentbrief.org/patent/us/12420123/raptor-efficiency
1342885,US,How Edwin Armstrong Invented the Superheterodyne Radio Receiver,Individual,1920,31,public domain,https://patentbrief.org/patent/us/1342885/superheterodyne-radio-armstrong
8429011,US,How Computers Automatically Target Ads Based on Trending Internet Memes,Salesforce com Inc,2013,8,active,https://patentbrief.org/patent/us/8429011/facebook-ad-targeting
174465,US,Alexander Graham Bell's Patent for the Telephone,Individual,1876,9,public domain,https://patentbrief.org/patent/us/174465/bell-telephone
2988008,US,How the Wankel Rotary Engine Works,WANKEL AND NSU MOTORENWERKE AG,1961,45,public domain,https://patentbrief.org/patent/us/2988008/wankel-rotary-engine
10800552,US,A Solid-State Oxygen Thruster for Spacecraft Propulsion,Fondazione Istituto Italiano di Tecnologia,2020,0,active,https://patentbrief.org/patent/us/10800552/starlink-satellite-constellation
2390636,US,How Laszlo Biro Invented the Modern Ballpoint Pen,Individual,1945,30,public domain,https://patentbrief.org/patent/us/2390636/ballpoint-pen-biro
2768109,US,How Super Glue Bonds Acidic Surfaces Like Wood,Eastman Kodak Co,1956,23,public domain,https://patentbrief.org/patent/us/2768109/super-glue-cyanoacrylate
10618678,US,How Satellites Use Thrusters to Balance Solar Panels,Space Systems Loral LLC,2020,1,active,https://patentbrief.org/patent/us/10618678/raptor-full-flow-staged-combustion-engine
2820187,US,How Early Numerical Control Systems Automated Industrial Milling Machines,Parsons Corp,1958,44,public domain,https://patentbrief.org/patent/us/2820187/numerical-control-machine-tool-parsons
1203495,US,How William Coolidge Invented the Modern X-Ray Tube,General Electric Co,1916,32,public domain,https://patentbrief.org/patent/us/1203495/coolidge-x-ray-tube
3552770,US,How Early Vehicle Airbag Safety Systems Work,Eaton Yale and Towne Inc,1971,26,public domain,https://patentbrief.org/patent/us/3552770/automotive-airbag-safety-device
3043625,US,How the Modern Three-Point Car Seatbelt Works,Volvo AB,1962,17,public domain,https://patentbrief.org/patent/us/3043625/three-point-seatbelt
6903756,US,How Virtual Fitting Rooms Work for Online Shopping,Jarbridge Inc,2005,35,public domain,https://patentbrief.org/patent/us/6903756/expos-window-management
RE46915,US,How Remote Devices Prove They Have Not Been Tampered With,Telit Automotive Solutions NV,2018,0,active,https://patentbrief.org/patent/us/RE46915/google-photos
1964911,US,How the modern internal menstrual tampon was invented,Individual,1934,36,public domain,https://patentbrief.org/patent/us/1964911/tampon-applicator-haas
3378274,US,How the Snurfer Invented Modern Snowboarding,Brunswick Corp,1968,42,public domain,https://patentbrief.org/patent/us/3378274/snowboard-snurfer-poppen
12086666,US,How to Make Reusable Plastic SIM Card Holders,Covestro Deutschland AG,2024,0,active,https://patentbrief.org/patent/us/12086666/starship-depot-variant
8889135,US,How Dosing Humira for Rheumatoid Arthritis Works,AbbVie Biotechnology Ltd,2014,15,public domain,https://patentbrief.org/patent/us/8889135/humira-biosimilar-barrier
RE46907,US,Using Plant-Derived Chemicals and Metabolic Drugs to Fight Cancer,Johns Hopkins University,2018,1,active,https://patentbrief.org/patent/us/RE46907/descovy-taf-ftc
